4  3 -1  0
4  4 -1  0
4  5 -1  0
4  6 -1  0
4  7 -1  0
4  8 -1 +1
4  9 -1  0
4 10 -1  0
4 11 -1 +1
4 12 -1 +1
4 13 -1  0
4 14 -1  0
4 15 -1  0
4 16 -1  0
4 17 -1  0
4 18 -1  0
4 19 -1  0
4 20 -1  0
4 21 -1  0
4 22 -1  0
4 23 -1  0
4 24 -1 +3
4 25 -1  0
4 26 -1  0
4 27 -1  0
4 28 -1  0
4 29 -1  0
4 30 -1  0
4 31 -1  0
5  0 -1 +1
5  1 -1  0
5  2 -1  0
5  3 -1  0
5  4 -1 +1
5  5 -1  0
5  6 -1 +1
5  7 -1 +1
5  8 -1 +1
5  9 -1  0
5 10 -1  0
5 11 -1  0
5 12 -1  0
5 13 -1  0
5 14 -1 +1
5 15 -1  0
5 16 -1  0
5 17 -1  0
5 18 -1  0
5 19 -1  0
5 20 -1  0
5 21 -1  0
5 22 -1  0
5 23 -1 +1
5 24 -1  0
5 25 -1  0
5 26 -1  0
5 27 -1  0
5 28 -1  0
5 29 -1 +3
5 30 -1  0
5 31 -1  0
6  0 -1  0
6  1 -1  0
6  2 -1  0
6  3 -1  0
6  4 -1  0
6  5 -1  0
6  6 -1  0
6  7 -1  0
6  8 -1 +4
6  9 -1  0
6 10 -1  0
6 11 -1 +1
6 12 -1  0
6 13 -1  0
6 14 -1  0
6 15 -1  0
6 16 -1  0
6 17 -1  0
6 18 -1  0
6 19 -1  0
6 20 -1  0
6 21 -1  0
6 22 -1  0
6 23 -1  0
6 24 -1  0
6 25 -1 +3
6 26 -1  0
6 27 -1  0
6 28 -1  0
6 29 -1  0
6 30 -1  0
6 31 -1  0
7  0 -1  0
7  1 -1 +1
7  2 -1 +5
7  3 -1 +1
7  4 -1  0
7  5 -1 +3
7  6 -1 +1
7  7 -1  0
7  8 -1  0
7  9 -1 +1
7 10 -1 +1
7 11 -1 +1
7 12 -1 +4
7 13 -1  0
7 14 -1 +1
7 15 -1  0
7 16 -1  0
7 17 -1  0
7 18 -1  0
7 19 -1  0
7 20 -1  0
7 21 -1  0
7 22 -1 +1
7 23 -1  0
7 24 -1  0
7 25 -1  0
7 26 -1  0
7 27 -1  0
7 28 -1 +1
7 29 -1  0
7 30 -1  0
7 31 -1 +3
8  0 -1 +1
8  1 -1 +2
8  2 -1 +3
8  3 -1 +1
8  4 -1  0
8  5 -1  0
8  6 -1  0
8  7 -1 +2
8  8 -1 +3
8  9 -1 +3
8 10 -1 +5
8 11 -1 +3
8 12 -1 +1
8 13 -1 +1
8 14 -1  0
8 15 -1  0
8 16 -1 +4
8 17 -1  0
8 18 -1 +4
8 19 -1 +4
8 20 -1 +4
8 21 -1 +1
8 22 -1  0
8 23 -1 +1
8 24 -1 +3
8 25 -1 +3
8 26 -1 +2
8 27 -1  0
8 28 -1 +1
8 29 -1 +1
8 30 -1 +3
8 31 -1 +4
9  0 -1 +4
9  1 -1 +1
9  2 -1 +4
9  3 -1 +1
9  4 -1 +3
9  5 -1 +1
9  6 -1 +1
9  7 -1 +1
9  8 -1 +3
9  9 -1  0
9 10 -1 +4
9 11 -1  0
9 12 -1  0
9 13 -1 +2
9 14 -1  0
9 15 -1  0
9 16 -1 +3
9 17 -1 +4
9 18 -1 +3
9 19 -1 +1
9 20 -1 +3
9 21 -1 +5
9 22 -1 +2
9 23 -1 +3
9 24 -1 +3
9 25 -1  0
9 26 -1 +2
9 27 -1  0
9 28 -1 +4
9 29 -1 +4
9 30 -1 +4
9 31 -1 +1
10  0 -1  0
10  1 -1  0
10  2 -1 +3
10  3 -1 +5
10  4 -1 +4
10  5 -1  0
10  6 -1 +1
10  7 -1  0
10  8 -1 +1
10  9 -1 +1
10 10 -1  0
10 11 -1 +3
10 12 -1 +1
10 13 -1  0
10 14 -1  0
10 15 -1  0
10 16 -1  0
10 17 -1  0
10 18 -1 +4
10 19 -1 +5
10 20 -1 +5
10 21 -1 +1
10 22 -1  0
10 23 -1 +3
10 24 -1  0
10 25 -1  0
10 26 -1  0
10 27 -1  0
10 28 -1  0
10 29 -1  0
10 30 -1  0
10 31 -1  0
